rank,profile_id,rating,name,highest_rating,streak,lowest_streak,highest_streak,games,wins,losses,drops,last_match,last_match_time
33800,2939261,752,God,752.0,-4,-4.0,-4.0,10,2,8,0,1594366006,1594366006
33801,2911563,752,J'han isch Ares,841.0,1,-5.0,6.0,131,63,68,0,1594331359,1594331359
33802,2870731,752,bezrat,916.0,1,-6.0,1.0,23,7,16,1,1594622496,1594622496
33803,2754843,752,Hector tts,926.0,-1,-7.0,5.0,31,11,20,0,1594506193,1594506193
33804,2734791,752,romm1180,876.0,-1,-6.0,4.0,42,18,24,0,1594586756,1594586756
33805,2648931,752,TerreVer4915459,824.0,-3,-6.0,2.0,19,6,13,0,1594302875,1594302875
33806,2637652,752,cartamatias10,894.0,-1,-5.0,2.0,21,6,15,0,1593654514,1593654514
33807,2598382,752,Wheely the chair,832.0,-1,-4.0,3.0,49,21,28,2,1592471341,1592471341
33808,2550916,752,jk,770.0,-1,-3.0,3.0,20,8,12,0,1594263940,1594263940
33809,2502989,752,RulePurge,796.0,1,-7.0,7.0,71,35,36,2,1594318906,1594318906
33810,2463657,752,kindexz,777.0,1,-4.0,4.0,47,21,26,1,1594590305,1594590305
33811,2439297,752,BohneeS,763.0,-1,-4.0,4.0,47,21,26,1,1594694355,1594694355
33812,2381549,752,patatitoRTILLA,819.0,-1,-6.0,7.0,157,77,80,5,1594677245,1594677245
33813,2296191,752,Samot El Dorium,863.0,-1,-4.0,4.0,45,17,28,0,1594416328,1594416328
33814,2290431,752,drewbak,837.0,1,-6.0,7.0,155,75,80,4,1594671166,1594671166
33815,2206832,752,Rvzgriz,770.0,-1,-5.0,4.0,19,6,13,0,1594683056,1594683056
33816,2067444,752,tobi_ferrer,786.0,-2,-2.0,-1.0,11,3,8,0,1593890965,1593890965
33817,2040880,752,javierjruizp,800.0,-1,-6.0,7.0,73,36,37,6,1594605732,1594605732
33818,309354,752,miniblackmog,947.0,-3,-3.0,1.0,31,10,21,0,1592780786,1592780786
33819,1445594,752,antoinedeutsch,922.0,-1,-4.0,3.0,34,12,22,0,1594467614,1594467614
33820,1100889,751,Kaiser Kirby,936.0,3,-6.0,3.0,41,15,26,0,1593823147,1593823147
33821,823613,751,Cabeçandro,913.0,-5,-5.0,1.0,22,6,16,0,1594579360,1594579360
33822,560627,751,daniel.aguilar5330,865.0,-2,-5.0,6.0,135,64,71,9,1594686100,1594686100
33823,3033696,751,jyotshak,937.0,1,-8.0,1.0,33,10,23,0,1594580062,1594580062
33824,2746978,751,samarone,792.0,1,-8.0,1.0,18,5,13,1,1594648837,1594648837
33825,2685063,751,sanki,937.0,-1,-5.0,6.0,134,62,72,1,1594138546,1594138546
33826,2622552,751,JEAR KILLER,846.0,-1,-3.0,2.0,28,11,17,2,1593402979,1593402979
33827,2570127,751,Chef Alexi,861.0,2,-6.0,2.0,24,8,16,0,1594480398,1594480398
33828,2562461,751,Native,937.0,-1,-8.0,7.0,63,26,37,0,1594613268,1594613268
33829,2549560,751,arsmx,751.0,2,-1.0,2.0,15,5,10,0,1592624099,1592624099
33830,2388524,751,jbman35,848.0,2,-5.0,2.0,23,8,15,0,1593361499,1593361499
33831,2381711,751,ZeRicus,783.0,-4,-4.0,-3.0,11,2,9,0,1593883477,1593883477
33832,2353287,751,Turín Turambar,917.0,-1,-4.0,2.0,30,10,20,1,1594668652,1594668652
33833,2169362,751,zarateprod,841.0,1,-6.0,5.0,46,19,27,0,1592813188,1592813188
33834,2201854,751,philipp.k.zoller,829.0,-1,-9.0,1.0,17,4,13,0,1594563939,1594563939
33835,2130812,751,Feliguh,816.0,-2,-5.0,6.0,47,18,29,3,1594163014,1594163014
33836,2068062,751,pangolinfdp,839.0,-2,-8.0,5.0,85,40,45,8,1594591273,1594591273
33837,2012942,751,skowronek999,858.0,-3,-3.0,5.0,38,17,21,0,1593688085,1593688085
33838,1971273,751,james.taylor.run,935.0,1,-6.0,3.0,36,11,25,0,1594127940,1594127940
33839,346285,751,rivfader,922.0,-4,-9.0,8.0,296,142,154,3,1594421076,1594421076
33840,1923672,751,DonkeyofWar,870.0,-5,-5.0,-1.0,14,1,13,0,1592502534,1592502534
33841,1600090,751,gregorycudmore,913.0,-1,-7.0,9.0,296,144,152,6,1593647980,1593647980
33842,1599764,751,PhantomBadger81,937.0,2,-5.0,3.0,61,25,36,1,1593807119,1593807119
33843,1246266,751,kungfu-flu,916.0,3,-6.0,3.0,85,37,48,1,1593826958,1593826958
33844,1209209,751,tankiller6222,876.0,-3,-5.0,4.0,48,19,29,0,1592646784,1592646784
33845,836911,750,domotrno,814.0,-3,-5.0,4.0,51,21,30,3,1592572126,1592572126
33846,773210,750,Freya,973.0,-3,-5.0,4.0,42,16,26,1,1594222707,1594222707
33847,3031401,750,qo~,750.0,-4,-4.0,-4.0,10,2,8,0,1594686269,1594686269
33848,2882496,750,s813664759,796.0,-2,-4.0,2.0,15,4,11,0,1594643987,1594643987
33849,2705597,750,ReyesCatolicos,848.0,-3,-5.0,1.0,18,5,13,0,1594667698,1594667698
33850,2658563,750,RonaldoPCB,823.0,-4,-9.0,3.0,29,10,19,1,1594668272,1594668272
33851,2624674,750,rory.sum,839.0,3,-5.0,6.0,52,22,30,1,1593611887,1593611887
33852,2542222,750,theplunderer18,844.0,-5,-5.0,-2.0,13,3,10,0,1594500136,1594500136
33853,2427066,750,krou33,838.0,-3,-3.0,2.0,14,5,9,1,1593819000,1593819000
33854,2268212,750,BerrySonade,826.0,1,-5.0,3.0,29,10,19,0,1594054605,1594054605
33855,2139187,750,qiglesias,789.0,-2,-2.0,2.0,24,9,15,1,1594590393,1594590393
33856,222443,750,Strato,961.0,1,-6.0,3.0,42,17,25,1,1594497466,1594497466
33857,1984048,750,Palta,814.0,1,-3.0,5.0,50,22,28,3,1594165220,1594165220
33858,1959538,750,Lechu,823.0,-3,-3.0,1.0,19,6,13,0,1594694902,1594694902
33859,1946932,750,burrito fingers,778.0,-4,-4.0,-3.0,11,2,9,0,1594531233,1594531233
33860,1937066,750,bhaijaan,905.0,-6,-6.0,1.0,17,4,13,1,1594601934,1594601934
33861,1863963,750,Evan YOUNG,828.0,1,-5.0,6.0,126,60,66,2,1593700949,1593700949
33862,1554594,750,LokiBrutalo9677,860.0,2,-7.0,8.0,269,127,142,11,1594330100,1594330100
33863,1541484,750,samuelvsimper,881.0,-3,-7.0,5.0,48,20,28,2,1593829860,1593829860
33864,1461453,750,Anabol Autist,906.0,-1,-4.0,4.0,89,40,49,0,1593956794,1593956794
33865,1405439,750,Reivaj,872.0,-8,-8.0,-4.0,14,3,11,0,1593741052,1593741052
33866,1384321,750,thepiatman,781.0,2,-6.0,2.0,15,4,11,0,1594363953,1594363953
33867,978829,749,juandaamez,841.0,-2,-8.0,7.0,52,21,31,1,1594313955,1594313955
33868,855087,749,kamsa,893.0,-1,-5.0,5.0,74,32,42,0,1594407859,1594407859
33869,212627,749,Pan Boy 1,870.0,-1,-4.0,4.0,23,9,14,0,1593277517,1593277517
33870,790140,749,gamer,857.0,2,-4.0,3.0,42,17,25,0,1594573167,1594573167
33871,2821988,749,faustinoadl,828.0,-1,-3.0,4.0,24,9,15,0,1593969366,1593969366
33872,2693753,749,F l i ~ P a o,813.0,-11,-11.0,-9.0,12,1,11,0,1594267519,1594267519
33873,2673214,749,Cyanide_6744,927.0,-1,-8.0,6.0,123,57,66,8,1594562451,1594562451
33874,2658574,749,lapizbenevivere,811.0,-2,-2.0,3.0,12,3,9,1,1593207127,1593207127
33875,2495576,749,Eejay_Pistachio,795.0,3,-4.0,6.0,62,28,34,0,1593371089,1593371089
33876,2451651,749,damieneynaud,946.0,-4,-5.0,5.0,53,21,32,0,1594402813,1594402813
33877,2438564,749,EuropaHaloCD,797.0,-2,-2.0,3.0,16,5,11,0,1594475613,1594475613
33878,2430137,749,ionatan,869.0,-3,-6.0,6.0,166,79,87,6,1594690193,1594690193
33879,2395863,749,Strider,764.0,-1,-7.0,4.0,31,14,17,0,1594554744,1594554744
33880,2384415,749,spoder 4k,904.0,1,-6.0,2.0,26,7,19,0,1594543609,1594543609
33881,2132412,749,deudeu33,749.0,1,-6.0,3.0,26,10,16,0,1593599882,1593599882
33882,2083233,749,santimgonzalez,752.0,5,-4.0,5.0,33,14,19,0,1594163922,1594163922
33883,1951876,749,Amartcar,871.0,-6,-6.0,-2.0,14,3,11,0,1594145629,1594145629
33884,1932862,749,mtdeere,849.0,1,-5.0,4.0,97,44,53,0,1594686364,1594686364
33885,1853175,749,Peron's Hands,749.0,1,-4.0,1.0,11,2,9,0,1592957803,1592957803
33886,1705390,749,Pierric le nordique,940.0,1,-6.0,5.0,163,76,87,13,1593204531,1593204531
33887,1571275,749,Alphafennrir,882.0,-1,-8.0,8.0,120,58,62,3,1594658358,1594658358
33888,1555852,749,Cameron_Jerell,862.0,4,-13.0,7.0,97,47,50,5,1594654321,1594654321
33889,1474533,749,Chester Miracle,851.0,-1,-6.0,1.0,16,4,12,0,1594501853,1594501853
33890,1388437,749,ali2916,851.0,-1,-3.0,3.0,18,6,12,3,1593810380,1593810380
33891,5656,749,Suetake,816.0,-3,-3.0,2.0,19,6,13,0,1592750377,1592750377
33892,962051,748,Bjaldr Arbosa,813.0,-3,-3.0,2.0,26,9,17,1,1592409867,1592409867
33893,841693,748,Madame Cosima,847.0,1,-6.0,8.0,211,103,108,8,1594561587,1594561587
33894,539820,748,wizozc54128,870.0,1,-9.0,9.0,524,252,272,8,1594393325,1594393325
33895,3056117,748,石之轩,918.0,1,-9.0,2.0,29,7,22,0,1594693359,1594693359
33896,2980174,748,Kyrbi,748.0,1,-1.0,1.0,11,2,9,0,1594382395,1594382395
33897,2876324,748,Kuse,752.0,1,-1.0,1.0,12,3,9,0,1593712523,1593712523
33898,2862443,748,asscrakjak,931.0,-2,-5.0,2.0,30,10,20,0,1593639559,1593639559
33899,2822390,748,[ JJH ],861.0,-4,-4.0,3.0,26,9,17,2,1592403641,1592403641
33900,2811143,748,Tio Carlos,771.0,-1,-10.0,4.0,32,13,19,1,1594667168,1594667168
33901,2730786,748,drweeber,851.0,3,-6.0,3.0,51,21,30,0,1594356256,1594356256
33902,2703024,748,Core.Gabriel,900.0,-1,-6.0,1.0,19,5,14,0,1594551781,1594551781
33903,2652832,748,Your Helpful Teammate™,808.0,-2,-2.0,1.0,13,3,10,1,1594287716,1594287716
33904,2632268,748,!BİGG_SMOKE,788.0,-2,-9.0,6.0,56,25,31,5,1594121079,1594121079
33905,2630132,748,keith.dylan.taylor,882.0,2,-7.0,3.0,29,11,18,0,1594689207,1594689207
33906,2589529,748,qualestia,819.0,1,-4.0,3.0,20,7,13,0,1594630809,1594630809
33907,397630,748,BreedingDeath,783.0,-1,-6.0,1.0,12,3,9,0,1594600104,1594600104
33908,2524025,748,Elefantu,754.0,1,-5.0,1.0,12,3,9,0,1593702629,1593702629
33909,2322134,748,PrincessLamb444,928.0,-1,-6.0,4.0,150,69,81,2,1593453639,1593453639
33910,2307704,748,thalops,765.0,2,-5.0,4.0,55,25,30,1,1594691324,1594691324
33911,2286577,748,axel_le_g,1070.0,-1,-11.0,3.0,45,14,31,2,1594420642,1594420642
33912,2247065,748,Loolcooldeo,780.0,2,-4.0,2.0,15,4,11,0,1594462027,1594462027
33913,1996238,748,DovidoV,904.0,-6,-6.0,1.0,17,3,14,1,1594332445,1594332445
33914,14100,748,しこっぴ,1016.0,-6,-8.0,9.0,366,178,188,5,1594134782,1594134782
33915,1861843,748,TheDrDinosaur,900.0,-2,-6.0,4.0,59,25,34,0,1593960856,1593960856
33916,1834527,748,alpaydin.m,890.0,2,-7.0,4.0,66,29,37,0,1594574847,1594574847
33917,1806901,748,ZinRicky,781.0,1,-7.0,1.0,15,4,11,0,1592756364,1592756364
33918,1759193,748,"Arise Chicken, Arise",806.0,-3,-3.0,-1.0,12,1,11,1,1594443790,1594443790
33919,1587840,748,Dübeldoldi,748.0,-6,-6.0,-6.0,10,2,8,0,1593107368,1593107368
33920,1336057,748,boris.postaire,832.0,-2,-3.0,3.0,51,20,31,0,1594673391,1594673391
33921,1312837,748,機関の Agent,770.0,-1,-1.0,3.0,16,5,11,0,1594653397,1594653397
33922,1137714,747,Tiocfaidh ár lá,853.0,-1,-3.0,3.0,37,13,24,0,1594318944,1594318944
33923,1116101,747,bartlbalazs,747.0,-2,-2.0,-2.0,10,2,8,0,1592695184,1592695184
33924,981099,747,kRz <3,859.0,-1,-5.0,1.0,16,4,12,0,1593791849,1593791849
33925,898275,747,CodrinM345,835.0,1,-12.0,7.0,212,88,124,6,1593634891,1593634891
33926,615471,747,BulldozerBlaze,920.0,-3,-4.0,1.0,25,7,18,0,1593690305,1593690305
33927,587530,747,b9513025,915.0,-3,-11.0,4.0,186,87,99,1,1594402304,1594402304
33928,547258,747,harry.j.s.ward,906.0,-4,-6.0,3.0,42,16,26,0,1594678769,1594678769
33929,485097,747,you.fool.000,834.0,-3,-3.0,2.0,17,5,12,0,1593641131,1593641131
33930,458747,747,Jacq200,851.0,-2,-6.0,4.0,124,61,63,6,1594671068,1594671068
33931,2696345,747,Andy ES,809.0,3,-4.0,3.0,24,9,15,1,1594688580,1594688580
33932,2669559,747,RogerNabarro171,859.0,-3,-7.0,6.0,78,34,44,4,1592469043,1592469043
33933,2667028,747,Bubba Roots,884.0,2,-6.0,3.0,42,16,26,1,1594673995,1594673995
33934,2627141,747,micpez93,988.0,1,-5.0,2.0,41,15,26,2,1592944868,1592944868
33935,400813,747,QueenPamelin90,900.0,-3,-7.0,5.0,85,35,50,3,1594520763,1594520763
33936,2610134,747,Tchaikosante,747.0,6,-6.0,6.0,50,22,28,0,1594684978,1594684978
33937,2511472,747,AlanWolf98,778.0,1,-10.0,9.0,91,46,45,1,1594664592,1594664592
33938,2506576,747,Ultrasasa,919.0,-5,-5.0,2.0,21,6,15,0,1594538394,1594538394
33939,384909,747,kawasabi,777.0,-2,-8.0,8.0,186,87,99,0,1594282720,1594282720
33940,2324427,747,Sailnir,933.0,-3,-4.0,3.0,52,20,32,0,1594511625,1594511625
33941,2117735,747,plumbus1235711,858.0,-6,-6.0,5.0,28,9,19,0,1594504542,1594504542
33942,2109913,747,Arkmes,933.0,1,-7.0,7.0,167,79,88,16,1594402190,1594402190
33943,1899625,747,posta.lucadantoni,877.0,-5,-5.0,1.0,16,4,12,0,1592598586,1592598586
33944,1827023,747,jebajoey2000,928.0,-1,-6.0,2.0,25,8,17,1,1594198801,1594198801
33945,1627540,747,兰芬斯girl,915.0,1,-6.0,7.0,433,212,221,3,1594547024,1594547024
33946,1608944,747,devilsurvivors,779.0,1,-7.0,1.0,19,6,13,2,1593223050,1593223050
33947,308994,747,Jagvor,1066.0,4,-16.0,4.0,71,27,44,0,1594003889,1594003889
33948,1328480,747,pol.cogranne,906.0,-2,-8.0,2.0,22,7,15,0,1594588612,1594588612
33949,787378,746,rall81,877.0,-2,-3.0,3.0,79,35,44,2,1593320476,1593320476
33950,541936,746,jafitter,834.0,-3,-3.0,4.0,39,16,23,0,1594484273,1594484273
33951,3023314,746,jion wick,809.0,1,-3.0,3.0,26,10,16,0,1594370082,1594370082
33952,2878150,746,Matt7330,746.0,-2,-2.0,-2.0,10,2,8,0,1594346956,1594346956
33953,2845973,746,Drookns,746.0,2,2.0,2.0,10,2,8,1,1592276113,1592276113
33954,2842196,746,mckinnonnathan,895.0,-1,-5.0,2.0,29,10,19,0,1593405847,1593405847
33955,2776335,746,dancermeister cs.money,746.0,2,1.0,2.0,11,2,9,0,1593116250,1593116250
33956,2760977,746,divavolulalb,854.0,-3,-6.0,1.0,16,4,12,2,1594488784,1594488784
33957,2696583,746,ShuTan,779.0,-2,-3.0,8.0,29,13,16,0,1594564611,1594564611
33958,2687597,746,Al Pacino,948.0,-1,-4.0,2.0,31,10,21,0,1594670026,1594670026
33959,2267379,746,PQR,824.0,4,-5.0,4.0,55,24,31,1,1593960103,1593960103
33960,2599738,746,0iram,746.0,2,-1.0,2.0,12,4,8,0,1594336324,1594336324
33961,2591264,746,nikolassalvaneschi,798.0,-1,-4.0,4.0,44,19,25,0,1594594067,1594594067
33962,2506068,746,Royal,994.0,-2,-6.0,5.0,102,44,58,3,1594669981,1594669981
33963,2464566,746,09/12/2018 jaja te queres matar,830.0,-1,-8.0,3.0,50,21,29,0,1594324532,1594324532
33964,2324151,746,PinkyBrain,811.0,-2,-4.0,3.0,19,6,13,1,1592507720,1592507720
33965,2239283,746,DeivedMolina,874.0,-1,-5.0,4.0,58,25,33,1,1594610815,1594610815
33966,2222600,746,burros_killer,810.0,-1,-2.0,2.0,14,4,10,0,1594479769,1594479769
33967,1999456,746,fmedina.arav,843.0,-4,-4.0,2.0,23,7,16,0,1593477312,1593477312
33968,2186555,746,BRIRO777,778.0,-7,-7.0,-6.0,11,2,9,0,1594351992,1594351992
33969,2052673,746,CTT_HexLord,830.0,-1,-3.0,3.0,38,15,23,0,1593359968,1593359968
33970,1978998,746,ElTigreChino,835.0,1,-3.0,2.0,24,9,15,0,1594595051,1594595051
33971,1902555,746,geroso,858.0,-6,-6.0,-2.0,14,1,13,1,1593897897,1593897897
33972,1895866,746,Johnny Crisps,899.0,3,-5.0,3.0,94,43,51,3,1593950568,1593950568
33973,1839286,746,lukkk,912.0,-2,-4.0,1.0,27,9,18,1,1594597425,1594597425
33974,1826244,746,duyquan2999,800.0,1,-3.0,1.0,14,2,12,0,1594305345,1594305345
33975,334326,746,Zauberpulle,807.0,-9,-9.0,-7.0,12,1,11,0,1594054629,1594054629
33976,1399878,746,Telttailija,803.0,-2,-6.0,1.0,13,3,10,0,1594084964,1594084964
33977,3053131,745,Lutschgrind,745.0,11,-11.0,11.0,26,12,14,0,1594411634,1594411634
33978,3034959,745,Strange,774.0,-8,-8.0,-7.0,11,2,9,1,1594495587,1594495587
33979,425113,745,Dirk,802.0,2,-5.0,8.0,95,46,49,2,1592292266,1592292266
33980,2836899,745,☯ simosabe,761.0,1,-7.0,4.0,26,11,15,1,1594161042,1594161042
33981,2789502,745,Alexandru,754.0,1,-2.0,1.0,12,3,9,0,1594677153,1594677153
33982,2783153,745,Naruto,908.0,-7,-7.0,-1.0,16,4,12,0,1594588366,1594588366
33983,2752099,745,WDGREEN X GOTKICKED,792.0,-3,-8.0,10.0,49,25,24,1,1593540518,1593540518
33984,2701806,745,President Donald Trump,862.0,-2,-6.0,1.0,16,4,12,0,1594633028,1594633028
33985,2654503,745,dgrabla,819.0,-3,-7.0,2.0,16,4,12,3,1593894779,1593894779
33986,2645147,745,FeuMixx,862.0,1,-6.0,6.0,48,21,27,0,1593223599,1593223599
33987,402168,745,Reedman,772.0,-6,-6.0,-5.0,11,2,9,0,1593484660,1593484660
33988,2380081,745,mallah_bnk,797.0,1,-8.0,7.0,89,41,48,4,1593380961,1593380961
33989,2366174,745,pingpong8083,844.0,2,-5.0,2.0,25,9,16,0,1594545281,1594545281
33990,2072829,745,hakanaktuerk,921.0,-1,-8.0,3.0,75,32,43,3,1594681921,1594681921
33991,2015947,745,atorres,760.0,1,-11.0,5.0,30,13,17,0,1593718478,1593718478
33992,1936205,745,Beer Belly,745.0,-3,-3.0,-3.0,10,2,8,1,1593051069,1593051069
33993,1931032,745,Slayer,917.0,-2,-5.0,3.0,62,26,36,1,1594650206,1594650206
33994,1924693,745,KaLaKi,822.0,3,-6.0,3.0,32,12,20,0,1592749750,1592749750
33995,1916951,745,Coid Asecas,904.0,-6,-6.0,1.0,21,6,15,1,1594483360,1594483360
33996,1905849,745,adriacastellon,833.0,-3,-3.0,2.0,13,2,11,0,1593214125,1593214125
33997,1696192,745,Jenkins,971.0,-8,-8.0,1.0,18,5,13,0,1593553148,1593553148
33998,1429823,745,Guy Debord,894.0,4,-6.0,4.0,34,13,21,0,1594685388,1594685388
33999,1412272,745,MickeyMouse,829.0,-3,-3.0,2.0,19,5,14,5,1594603220,1594603220
34000,1403938,745,GEETERED NATION,830.0,-3,-3.0,3.0,19,6,13,0,1592748701,1592748701
34001,1267638,745,Richard Fleming,759.0,-1,-6.0,4.0,31,14,17,1,1592912620,1592912620
34002,1117828,744,Dominator6969,831.0,-4,-4.0,-1.0,13,3,10,0,1594671797,1594671797
34003,279496,744,LadyJade8,897.0,1,-5.0,1.0,22,7,15,1,1594370793,1594370793
34004,953212,744,Lorem Ipsum,804.0,1,-5.0,1.0,15,4,11,2,1593025952,1593025952
34005,705193,744,franxu,881.0,1,-5.0,3.0,88,39,49,0,1594506201,1594506201
34006,250147,744,Vaqzy,744.0,-4,-4.0,-4.0,10,2,8,0,1593606653,1593606653
34007,645268,744,PinguinAsche665,824.0,1,-8.0,4.0,130,59,71,8,1594562840,1594562840
34008,560893,744,avatarfanx2,816.0,1,-5.0,3.0,47,21,26,2,1594174112,1594174112
34009,515982,744,raharley0,889.0,2,-7.0,3.0,74,32,42,2,1594666030,1594666030
34010,3000632,744,45intheBronx,788.0,-1,-7.0,7.0,75,35,40,0,1594690230,1594690230
34011,2740749,744,Chillarn,795.0,-2,-2.0,1.0,16,3,13,0,1594587894,1594587894
34012,2711026,744,lucasgonzalez597,857.0,-2,-3.0,2.0,17,5,12,2,1593649811,1593649811
34013,2625187,744,Mii,853.0,4,-10.0,7.0,206,100,106,4,1594579151,1594579151
34014,2601656,744,r1cky992,830.0,-3,-5.0,5.0,41,18,23,0,1594607054,1594607054
34015,225762,744,kingmarxen,748.0,1,-6.0,1.0,12,3,9,0,1594401973,1594401973
34016,2524537,744,† James Cøøk †,802.0,-1,-4.0,3.0,78,36,42,0,1594684750,1594684750
34017,2511364,744,roryflag,744.0,6,-10.0,13.0,42,22,20,17,1592515066,1592515066
34018,2475864,744,One Love Nadine,772.0,3,-3.0,4.0,46,21,25,0,1592327833,1592327833
34019,2438753,744,ZetaAcervo-CHILE,906.0,-1,-7.0,5.0,84,36,48,0,1593033683,1593033683
34020,2388788,744,Coffee Potato,911.0,-5,-5.0,1.0,19,5,14,0,1592368353,1592368353
34021,2349119,744,DER MEISTER,776.0,1,-9.0,1.0,13,3,10,0,1594564729,1594564729
34022,2322558,744,Dr. Honk,846.0,1,-6.0,4.0,50,21,29,1,1594464472,1594464472
34023,2274054,744,jakeoslacey,846.0,3,-8.0,3.0,21,7,14,0,1594640108,1594640108
34024,2242796,744,manumig,869.0,-6,-6.0,7.0,230,110,120,0,1594668380,1594668380
34025,2205816,744,298382,778.0,3,-6.0,5.0,67,33,34,3,1594403469,1594403469
34026,2200303,744,LastMohicane282,831.0,-6,-6.0,-3.0,13,3,10,0,1593273159,1593273159
34027,2123626,744,gdmann90,822.0,-3,-4.0,3.0,42,17,25,0,1592897413,1592897413
34028,2113445,744,Tyrar,869.0,-2,-5.0,3.0,33,12,21,3,1592937268,1592937268
34029,1932559,744,benconsci,892.0,1,-5.0,6.0,211,101,110,9,1594565840,1594565840
34030,1834567,744,juansgomezr,906.0,-2,-8.0,9.0,290,143,147,26,1594416375,1594416375
34031,1743736,744,Saul,780.0,1,-2.0,2.0,14,5,9,0,1592969633,1592969633
34032,1339298,744,S4V45H,937.0,-3,-7.0,9.0,174,81,93,2,1593375983,1593375983
34033,1311324,744,Yawa,744.0,4,-10.0,4.0,26,10,16,0,1593801823,1593801823
34034,1162622,743,smelly sock,811.0,4,-11.0,4.0,37,17,20,2,1594645558,1594645558
34035,1154156,743,Sinhada,851.0,-2,-3.0,1.0,16,4,12,1,1594414250,1594414250
34036,901808,743,corpID | mySF.eu,911.0,2,-4.0,4.0,41,15,26,0,1592947287,1592947287
34037,843622,743,self,997.0,1,-7.0,3.0,41,13,28,0,1594267589,1594267589
34038,639361,743,DeejayM1CH4,760.0,-1,-10.0,6.0,23,9,14,0,1594585729,1594585729
34039,2868893,743,viale.jeremy,812.0,-2,-2.0,1.0,12,3,9,0,1594675002,1594675002
34040,2757885,743,mightynackers93,772.0,2,-4.0,2.0,22,8,14,0,1594451978,1594451978
34041,2533119,743,Knearf,853.0,-3,-4.0,6.0,78,34,44,0,1594229401,1594229401
34042,2525850,743,Obi-Wan Kenoob,779.0,-1,-4.0,1.0,13,3,10,0,1594003762,1594003762
34043,2418365,743,Vecihi,831.0,1,-6.0,3.0,38,15,23,2,1594563420,1594563420
34044,382192,743,Mordknochen,874.0,1,-5.0,1.0,19,5,14,1,1593346875,1593346875
34045,2334848,743,srsalvador,815.0,-2,-5.0,4.0,54,24,30,1,1594610731,1594610731
34046,2248850,743,LivreChene790,790.0,1,-5.0,2.0,21,9,12,1,1593540008,1593540008
34047,2147168,743,pachekoo,876.0,-1,-6.0,5.0,94,42,52,1,1594582988,1594582988
34048,2000605,743,Assinator10,843.0,-1,-3.0,2.0,24,9,15,2,1593881184,1593881184
34049,1939689,743,bödedani. {csatár},951.0,1,-6.0,4.0,43,15,28,1,1593941958,1593941958
34050,1794466,743,batdevil94,888.0,-1,-5.0,3.0,67,28,39,0,1593302097,1593302097
34051,1779404,743,ManJigen81,804.0,-1,-4.0,6.0,137,69,68,4,1593179460,1593179460
34052,1712124,743,lilith368,929.0,1,-7.0,5.0,262,126,136,5,1594633714,1594633714
34053,289847,743,BCSuPREMEGG,924.0,-7,-8.0,3.0,34,10,24,1,1594179550,1594179550
34054,664748,742,murcielagoschack,887.0,-1,-9.0,6.0,284,137,147,10,1594412269,1594412269
34055,662178,742,C-A,833.0,-1,-4.0,3.0,35,14,21,0,1594561827,1594561827
34056,2977092,742,Ballistic_Potatoes,879.0,-2,-4.0,2.0,19,6,13,0,1594683347,1594683347
34057,2890735,742,VanillaSmurf[MOTC],889.0,-1,-6.0,4.0,32,12,20,0,1594692425,1594692425
34058,2878057,742,jtc9,817.0,-2,-5.0,3.0,28,10,18,0,1594670395,1594670395
34059,2858843,742,Glubb07,796.0,-2,-2.0,2.0,15,4,11,0,1594166142,1594166142
34060,418872,742,TESWELL,742.0,-5,-5.0,-5.0,10,2,8,0,1593145909,1593145909
34061,2834302,742,yces943302,835.0,-3,-3.0,2.0,20,6,14,0,1594286157,1594286157
34062,2797193,742,[DW] edi7eme,867.0,-1,-6.0,2.0,27,9,18,0,1593133775,1593133775
34063,2728524,742,DvOli^,835.0,-6,-6.0,5.0,49,20,29,0,1594477238,1594477238
34064,2722208,742,daddycool,833.0,-3,-3.0,1.0,13,3,10,0,1593730037,1593730037
34065,2638643,742,Dutchy,804.0,-2,-4.0,4.0,81,39,42,0,1594590239,1594590239
34066,2535535,742,ElRobagudis,844.0,-1,-4.0,2.0,18,6,12,0,1592529843,1592529843
34067,2507790,742,wapiwasko,759.0,-1,-7.0,5.0,34,14,20,0,1594592844,1594592844
34068,2451134,742,expat,880.0,2,-7.0,4.0,62,27,35,1,1594410159,1594410159
34069,2413042,742,BOT Oliver,758.0,-1,-6.0,2.0,22,7,15,0,1593031063,1593031063
34070,2213506,742,Faramaur,862.0,-3,-8.0,1.0,19,5,14,0,1594075024,1594075024
34071,357654,742,Xydros,771.0,-2,-5.0,5.0,89,43,46,3,1592745096,1592745096
34072,2061039,742,posaco,950.0,-1,-9.0,5.0,144,66,78,1,1593395266,1593395266
34073,1976565,742,fer.-91,772.0,-3,-3.0,-2.0,11,2,9,0,1593301637,1593301637
34074,303171,742,Cap.Moroni,795.0,-3,-3.0,4.0,31,12,19,1,1594427288,1594427288
34075,1366901,742,IM A TRAP,807.0,-1,-7.0,6.0,104,49,55,13,1593996559,1593996559
34076,1106060,741,Dass,838.0,1,-4.0,7.0,114,55,59,0,1594570445,1594570445
34077,746853,741,rafaeljsilva,741.0,-6,-6.0,-6.0,10,2,8,1,1593112043,1593112043
34078,2977673,741,Oscariento,854.0,-2,-6.0,1.0,16,4,12,1,1594257149,1594257149
34079,2950996,741,YouAin'tSpecial,911.0,3,-8.0,4.0,38,15,23,0,1594636106,1594636106
